ordinal,mangled_name
1010,"?render_polygon_shaded@OMediaOMTRenderPort@@IAEXPAVOMediaPipePolygon@@@Z"
1011,"?render_polygon_surface@OMediaOMTRenderPort@@IAEXPAVOMediaPipePolygon@@@Z"
1012,"?render_polygon_texture16@OMediaOMTRenderPort@@IAEXPAVOMediaPipePolygon@@@Z"
1013,"?render_polygon_texture32@OMediaOMTRenderPort@@IAEXPAVOMediaPipePolygon@@@Z"
1014,"?render_presorted_element@OMediaLayer@@MAEXPAVOMediaRendererInterface@@PAV?$list@VOMediaRenderPreSortedElement@@V?$allocator@VOMediaRenderPreSortedElement@@@std@@@std@@AAVOMediaMatrix_4x4@@G_N@Z"
1015,"?render_reject@OMedia3DShapeElement@@UAE_NAAVOMediaMatrix_4x4@@0PAVOMediaRendererInterface@@@Z"
1016,"?render_reject@OMediaCanvasElement@@UAE_NAAVOMediaMatrix_4x4@@0PAVOMediaRendererInterface@@@Z"
1017,"?render_reject@OMediaElement@@UAE_NAAVOMediaMatrix_4x4@@0PAVOMediaRendererInterface@@@Z"
1018,"?render_reject@OMediaParticleEmitter@@MAE_NAAVOMediaMatrix_4x4@@0PAVOMediaRendererInterface@@@Z"
1019,"?render_reject@OMediaSurfaceElement@@UAE_NAAVOMediaMatrix_4x4@@0PAVOMediaRendererInterface@@@Z"
1020,"?render_sub_elements@OMediaElement@@MAEXPAVOMediaRendererInterface@@AAVOMediaRenderHTransform@@AAVOMediaMatrix_4x4@@2PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@PAV?$list@VOMediaRenderPreSortedElement@@V?$allocator@VOMediaRenderPreSortedElement@@@std@@@6@G@Z"
1021,"?render_viewport@OMediaViewPort@@UAEXPAVOMediaRendererInterface@@@Z"
1022,"?replace_anim_periocial@OMediaAnimPeriodical@@SAXPAV1@@Z"
1023,"?reset@OMedia3DShapeElement@@UAEXXZ"
1024,"?reset@OMediaCanvasElement@@UAEXXZ"
1025,"?reset@OMediaElement@@UAEXXZ"
1026,"?reset@OMediaElementContainer@@UAEXXZ"
1027,"?reset@OMediaLight@@UAEXXZ"
1028,"?reset@OMediaParticleEmitter@@UAEXXZ"
1029,"?reset@OMediaPrimitiveElement@@UAEXXZ"
1030,"?restore_stream_context@OMediaFormattedStream@@UAEXXZ"
1031,"?rotate@OMedia3DShape@@UAEXFFF@Z"
1032,"?rotate_textures@OMedia3DShape@@UAEXFMM_N@Z"
1033,"?save_header@OMediaFormattedStream@@MAEXXZ"
1034,"?save_header_data@OMediaFormattedStream@@MAEXXZ"
1035,"?scale@OMedia3DShape@@UAEXMMM@Z"
1036,"?scale_textures@OMedia3DShape@@UAEXMMMM_N@Z"
1037,"?scroll_to_selection@OMediaStringField@@UAEX_N@Z"
1038,"?search_by_id@OMediaElementContainer@@UAEPAVOMediaElement@@J@Z"
1039,"?search_freeblock_minsize@OMediaFormattedStream@@MAEPAVOMediaFSBlock@@K@Z"
1040,"?search_freeblock_minsize_before@OMediaFormattedStream@@MAEPAVOMediaFSBlock@@KK@Z"
1041,"?search_freeblock_offset@OMediaFormattedStream@@MAEPAVOMediaFSBlock@@K@Z"
1042,"?segment_intersection@OMediaMathTools@@SA_NMMMMMMMMAAM0@Z"
1043,"?segment_intersection_for@OMediaMathTools@@SA_NMMMMMMMMMM@Z"
1044,"?select@OMediaAbstractButton@@UAEXXZ"
1045,"?select@OMediaCanvasButton@@UAEXXZ"
1046,"?select@OMediaStdButton@@UAEXXZ"
1047,"?select_all@OMedia3DShape@@UAEXXZ"
1048,"?select_renderer@OMediaDXVideoEngine@@UAEXPAVOMediaRendererDef@@G@Z"
1049,"?select_renderer@OMediaVideoEngine@@UAEXPAVOMediaRendererDef@@G@Z"
1050,"?select_renderer@OMediaWinVideoEngine@@UAEXPAVOMediaRendererDef@@G@Z"
1051,"?select_waiting_field@OMediaStringField@@1PAV1@A"
1052,"?send_polygons@OMediaOMTRenderPort@@QAEXXZ"
1053,"?set_anim_def@OMedia3DMorphAnim@@UAEXPAVOMedia3DMorphAnimDef@@@Z"
1054,"?set_anim_def@OMedia3DShapeAnim@@UAEXPAVOMedia3DShapeAnimDef@@@Z"
1055,"?set_anim_def@OMediaAnim@@UAEXPAVOMediaAnimDef@@@Z"
1056,"?set_anim_def@OMediaCanvasAnim@@UAEXPAVOMediaCanvasAnimDef@@@Z"
1057,"?set_backcolor@OMediaFullscreenWindow@@UAEXABVOMediaRGBColor@@@Z"
1058,"?set_backcolor@OMediaSingleWindow@@UAEXABVOMediaRGBColor@@@Z"
1059,"?set_backcolor@OMediaWindow@@UAEXABVOMediaRGBColor@@@Z"
1060,"?set_blend@OMediaDXRenderPort@@UAEXW4omt_Blend@@@Z"
1061,"?set_blend@OMediaPipeline@@UAEXW4omt_Blend@@@Z"
1062,"?set_blend_func@OMediaDXRenderPort@@UAEXW4omt_BlendFunc@@0@Z"
1063,"?set_blend_func@OMediaPipeline@@UAEXW4omt_BlendFunc@@0@Z"
1064,"?set_bounds@OMediaOMTRenderPort@@UAEXAAVOMediaRect@@@Z"
1065,"?set_bounds@OMediaRenderPort@@UAEXAAVOMediaRect@@@Z"
1066,"?set_buffer_format@OMediaDXSoundEngine@@UAEXPAVOMediaSound@@@Z"
1067,"?set_buffer_format@OMediaSoundEngine@@UAEXPAVOMediaSound@@@Z"
1068,"?set_buffer_size@OMediaStream@@UAEXJ@Z"
1069,"?set_cache_size@OMediaDataBase@@SAXK@Z"
1070,"?set_canvas@OMediaCanvasAnimFrame@@UAEXPAVOMediaCanvas@@@Z"
1071,"?set_canvas@OMediaCanvasElement@@UAEXPAVOMediaCanvas@@@Z"
1072,"?set_canvas_down@OMediaCanvasButton@@UAEXPAVOMediaCanvas@@@Z"
1073,"?set_canvas_up@OMediaCanvasButton@@UAEXPAVOMediaCanvas@@@Z"
1074,"?set_chunk_compression@OMediaFormattedStream@@UAEXKJG@Z"
1075,"?set_chunk_name@OMediaDBObject@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1076,"?set_color@OMedia3DMaterial@@QAEXABVOMediaFRGBColor@@MMMM@Z"
1077,"?set_current_process_priority@OMediaThread@@SAXW4omt_TaskPriority@@@Z"
1078,"?set_current_thread_priority@OMediaThread@@SAXW4omt_TaskPriority@@@Z"
1079,"?set_dbsize_dirty@OMediaDataBase@@UAEXXZ"
1080,"?set_default_inverse_table@OMediaCanvasFont@@UAEXXZ"
1081,"?set_default_preference_path@OMediaFilePath@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@KK@Z"
1082,"?set_fill_mode@OMediaDXRenderPort@@UAEXW4omt_FillMode@@@Z"
1083,"?set_fill_mode@OMediaPipeline@@UAEXW4omt_FillMode@@@Z"
1084,"?set_flags_millisecs@OMediaTimeCounter@@SAXG@Z"
1085,"?set_focus@OMediaFocus@@UAEX_N@Z"
1086,"?set_fog_color@OMediaDXRenderPort@@UAEXK@Z"
1087,"?set_fog_color@OMediaPipeline@@UAEXK@Z"
1088,"?set_fog_range@OMediaDXRenderPort@@UAEXMM@Z"
1089,"?set_fog_range@OMediaPipeline@@UAEXMM@Z"
1090,"?set_font_canvas@OMediaCanvasFont@@UAEXPAVOMediaCanvas@@@Z"
1091,"?set_font_canvas@OMediaCanvasFont@@UAEXPAVOMediaCanvas@@JJJ@Z"
1092,"?set_frequency@OMediaDXSoundChannel@@UAEXK@Z"
1093,"?set_frequency@OMediaSoundChannel@@UAEXK@Z"
1094,"?set_input_engine@OMediaWorld@@UAEXPAVOMediaInputEngine@@@Z"
1095,"?set_internal_pixel_format@OMediaCanvas@@UAEXK@Z"
1096,"?set_inverse_table@OMediaCanvasFont@@UAEXPAG@Z"
1097,"?set_light_ambient@OMediaDXRenderPort@@UAEXJAAVOMediaFARGBColor@@@Z"
1098,"?set_light_ambient@OMediaPipeline@@UAEXJAAVOMediaFARGBColor@@@Z"
1099,"?set_light_attenuation@OMediaDXRenderPort@@UAEXJMMMM@Z"
1100,"?set_light_attenuation@OMediaPipeline@@UAEXJMMMM@Z"
1101,"?set_light_diffuse@OMediaDXRenderPort@@UAEXJAAVOMediaFARGBColor@@@Z"
1102,"?set_light_diffuse@OMediaPipeline@@UAEXJAAVOMediaFARGBColor@@@Z"
1103,"?set_light_dir@OMediaDXRenderPort@@UAEXJAAVOMedia3DVector@@@Z"
1104,"?set_light_dir@OMediaPipeline@@UAEXJAAVOMedia3DVector@@@Z"
1105,"?set_light_global_ambient@OMediaDXRenderPort@@UAEXAAVOMediaFARGBColor@@@Z"
1106,"?set_light_global_ambient@OMediaPipeline@@UAEXAAVOMediaFARGBColor@@@Z"
1107,"?set_light_pos@OMediaDXRenderPort@@UAEXJAAVOMedia3DPoint@@@Z"
1108,"?set_light_pos@OMediaPipeline@@UAEXJAAVOMedia3DPoint@@@Z"
1109,"?set_light_specular@OMediaDXRenderPort@@UAEXJAAVOMediaFARGBColor@@@Z"
1110,"?set_light_specular@OMediaPipeline@@UAEXJAAVOMediaFARGBColor@@@Z"
1111,"?set_light_spot_cutoff@OMediaDXRenderPort@@UAEXJM@Z"
1112,"?set_light_spot_cutoff@OMediaPipeline@@UAEXJM@Z"
1113,"?set_light_spot_exponent@OMediaDXRenderPort@@UAEXJM@Z"
1114,"?set_light_spot_exponent@OMediaPipeline@@UAEXJM@Z"
1115,"?set_light_type@OMediaDXRenderPort@@UAEXJW4omt_LightType@@@Z"
1116,"?set_light_type@OMediaPipeline@@UAEXJW4omt_LightType@@@Z"
1117,"?set_material@OMedia3DPolygon@@QAEXPAVOMedia3DMaterial@@@Z"
1118,"?set_material@OMedia3DShape@@UAEXPAVOMedia3DMaterial@@@Z"
1119,"?set_material@OMediaDXRenderPort@@UAEXAAVOMediaFARGBColor@@000M@Z"
1120,"?set_material@OMediaPipeline@@UAEXAAVOMediaFARGBColor@@000M@Z"
1121,"?set_max_size@OMediaSingleWindow@@UAEXFF@Z"
1122,"?set_max_size@OMediaWindow@@UAEXFF@Z"
1123,"?set_menu@OMediaSingleWindow@@UAEXPAVOMediaMenu@@@Z"
1124,"?set_menu@OMediaWindow@@UAEXPAVOMediaMenu@@@Z"
1125,"?set_millisecs_trap@OMediaTimeCounter@@SAXP6AKXZ@Z"
1126,"?set_min_size@OMediaSingleWindow@@UAEXFF@Z"
1127,"?set_min_size@OMediaWindow@@UAEXFF@Z"
1128,"?set_mode@OMediaDXVideoEngine@@UAEXPAVOMediaVideoMode@@@Z"
1129,"?set_mode@OMediaVideoEngine@@UAEXPAVOMediaVideoMode@@@Z"
1130,"?set_mode@OMediaWinVideoEngine@@UAEXPAVOMediaVideoMode@@@Z"
1131,"?set_model_view@OMediaDXRenderPort@@UAEXAAVOMediaMatrix_4x4@@@Z"
1132,"?set_model_view@OMediaPipeline@@UAEXAAVOMediaMatrix_4x4@@@Z"
1133,"?set_nchannels@OMediaSoundEngine@@UAEJJ@Z"
1134,"?set_object@OMediaDataBase@@UAEXPAVOMediaDBObject@@KJ@Z"
1135,"?set_options@OMediaSerialStream@@UAEXW4omt_SerialBaudRate@@W4omt_SerialParity@@W4omt_SerialStopBits@@W4omt_SerialByteSize@@@Z"
1136,"?set_override_material_fill_mode@OMediaDXRenderPort@@UAEX_N@Z"
1137,"?set_override_material_fill_mode@OMediaPipeline@@UAEX_N@Z"
1138,"?set_pan@OMediaDXSoundChannel@@UAEXJ@Z"
1139,"?set_pan@OMediaSoundChannel@@UAEXJ@Z"
1140,"?set_picking_id@OMediaDXRenderPort@@UAEXK@Z"
1141,"?set_picking_id@OMediaPipeline@@UAEXK@Z"
1142,"?set_point@OMedia3DPolygon@@QAEXFK_N@Z"
1143,"?set_projection@OMediaDXRenderPort@@UAEXAAVOMediaMatrix_4x4@@@Z"
1144,"?set_projection@OMediaPipeline@@UAEXAAVOMediaMatrix_4x4@@@Z"
1145,"?set_proportional_tab@OMediaCanvasFont@@UAEXPAFF@Z"
1146,"?set_quad@OMedia3DPolygon@@QAEXXZ"
1147,"?set_shade_mode@OMediaDXRenderPort@@UAEXW4omt_ShadeMode@@@Z"
1148,"?set_shade_mode@OMediaPipeline@@UAEXW4omt_ShadeMode@@@Z"
1149,"?set_shape@OMedia3DShapeAnimFrame@@QAEXPAVOMedia3DShape@@@Z"
1150,"?set_shape@OMedia3DShapeElement@@UAEXPAVOMedia3DShape@@@Z"
1151,"?set_shape@OMediaMouseCursor@@SAXW4omt_MouseCursorShape@@@Z"
1152,"?set_size@OMediaSingleWindow@@UAEXFF@Z"
1153,"?set_size@OMediaWindow@@UAEXFF@Z"
1154,"?set_string@OMediaStringField@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1155,"?set_supervisor@OMediaSupervisor@@UAEXPAV1@@Z"
1156,"?set_sysmouse_position@OMediaInputEngine@@UAEXFF@Z"
1157,"?set_sysmouse_position@OMediaWinInputEngine@@UAEXFF@Z"
1158,"?set_texture@OMedia3DMaterial@@UAEXPAVOMediaCanvas@@@Z"
1159,"?set_texture@OMediaDXRenderPort@@UAEXPAVOMediaCanvas@@@Z"
1160,"?set_texture@OMediaPipeline@@UAEXPAVOMediaCanvas@@@Z"
1161,"?set_texture@OMediaPrimitiveElement@@UAEXPAVOMediaCanvas@@@Z"
1162,"?set_title@OMediaFullscreenWindow@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1163,"?set_title@OMediaSingleWindow@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1164,"?set_title@OMediaWindow@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1165,"?set_translation_tab@OMediaCanvasFont@@UAEXPBGF@Z"
1166,"?set_triangle@OMedia3DPolygon@@QAEXXZ"
1167,"?set_two_sided@OMedia3DShape@@UAEX_N@Z"
1168,"?set_vertex_color@OMedia3DPolygon@@QAEXFK@Z"
1169,"?set_vertex_normal@OMedia3DPolygon@@QAEXFK@Z"
1170,"?set_volume@OMediaDXSoundChannel@@UAEXF@Z"
1171,"?set_volume@OMediaSoundChannel@@UAEXF@Z"
1172,"?set_zbuffer_func@OMediaDXRenderPort@@UAEXW4omt_ZBufferFunc@@@Z"
1173,"?set_zbuffer_func@OMediaOMTRenderPort@@UAEXW4omt_ZBufferFunc@@@Z"
1174,"?set_zbuffer_func@OMediaPipeline@@UAEXW4omt_ZBufferFunc@@@Z"
1175,"?set_zbuffer_test@OMediaDXRenderPort@@UAEXW4omt_ZBufferTest@@@Z"
1176,"?set_zbuffer_test@OMediaOMTRenderPort@@UAEXW4omt_ZBufferTest@@@Z"
1177,"?set_zbuffer_test@OMediaPipeline@@UAEXW4omt_ZBufferTest@@@Z"
1178,"?set_zbuffer_write@OMediaDXRenderPort@@UAEXW4omt_ZBufferWrite@@@Z"
1179,"?set_zbuffer_write@OMediaOMTRenderPort@@UAEXW4omt_ZBufferWrite@@@Z"
1180,"?set_zbuffer_write@OMediaPipeline@@UAEXW4omt_ZBufferWrite@@@Z"
1181,"?setbgr16bits@OMediaRGBColor@@QAEXG@Z"
1182,"?setbgr32bits@OMediaRGBColor@@QAEXK@Z"
1183,"?setblue8bits@OMediaRGBColor@@QAEXE@Z"
1184,"?setbounds@OMediaViewPort@@UAEXPAVOMediaRect@@@Z"
1185,"?setcurrentframe@OMediaAnim@@UAEXJJ@Z"
1186,"?setcurrentframe@OMediaAnim@@UAEXPAVOMediaAnimFrame@@@Z"
1187,"?setcurrentsequence@OMediaAnim@@UAEXJ_N@Z"
1188,"?setframespeed_tb@OMediaAnimFrame@@UAEXM@Z"
1189,"?setgreen8bits@OMediaRGBColor@@QAEXE@Z"
1190,"?setnsequences@OMediaAnimDef@@UAEXK@Z"
1191,"?setoffset@OMediaAnimFrame@@UAEXMMM@Z"
1192,"?setpath@OMediaFilePath@@UAEXPBV1@@Z"
1193,"?setpath@OMediaFilePath@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@KK@Z"
1194,"?setpath@OMediaFilePath@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBV1@KK@Z"
1195,"?setpath@OMediaFileStream@@UAEXPBVOMediaFilePath@@@Z"
1196,"?setplay_timebased@OMediaAnim@@UAEX_N@Z"
1197,"?setposition@OMediaStream@@UAEXKF@Z"
1198,"?setposition@OMediaStreamOperators@@UAEXKF@Z"
1199,"?setred8bits@OMediaRGBColor@@QAEXE@Z"
1200,"?setrgb16bits@OMediaRGBColor@@QAEXG@Z"
1201,"?setrgb32bits@OMediaRGBColor@@QAEXK@Z"
1202,"?setsize@OMediaMoveableMem@@UAEXJ@Z"
1203,"?setsize@OMediaStream@@UAEXK@Z"
1204,"?setsize@OMediaStreamOperators@@UAEXK@Z"
1205,"?shape@OMediaMouseCursor@@1W4omt_MouseCursorShape@@A"
1206,"?show@OMediaFullscreenWindow@@UAEXXZ"
1207,"?show@OMediaMouseCursor@@SAXXZ"
1208,"?show@OMediaSingleWindow@@UAEXXZ"
1209,"?show@OMediaWindow@@UAEXXZ"
1210,"?showState@OMediaWinStoreStartInfo@@2HA"
1211,"?spend_time@OMediaAnimPeriodical@@UAEXXZ"
1212,"?spend_time@OMediaDXHID@@UAEXXZ"
1213,"?spend_time@OMediaDXSoundChannel@@UAEXXZ"
1214,"?spend_time@OMediaEventManager@@UAEXXZ"
1215,"?spend_time@OMediaPeriodical@@UAEXXZ"
1216,"?spend_time@OMediaSoundChannel@@UAEXXZ"
1217,"?spend_time@OMediaWinSoundChannel@@UAEXXZ"
1218,"?sphere_ray_intersect@OMediaMathTools@@SA_NPBM00MAAFPAM@Z"
1219,"?start@OMediaApplication@@UAEXXZ"
1220,"?start_force_feedback@OMediaDXHID@@UAEXXZ"
1221,"?start_force_feedback@OMediaHumanInterfaceDevice@@UAEXXZ"
1222,"?start_light_edit@OMediaDXRenderPort@@UAEXXZ"
1223,"?start_light_edit@OMediaPipeline@@UAEXXZ"
1224,"?start_new_shape@OMedia3DShapeConverter@@MAE_NV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@_N@Z"
1225,"?start_picking@OMediaDXRenderPort@@UAEXK@Z"
1226,"?start_picking@OMediaPipeline@@UAEXK@Z"
1227,"?start_selecting@OMediaStringField@@MAEXJJ@Z"
1228,"?startinfo_stored@OMediaWinStoreStartInfo@@2_NA"
1229,"?stop@OMediaDXFFEffect@@UAEXXZ"
1230,"?stop@OMediaDXSoundChannel@@UAEXXZ"
1231,"?stop@OMediaFFEffect@@UAEXXZ"
1232,"?stop@OMediaSoundChannel@@UAEXXZ"
1233,"?stop@OMediaWinSoundChannel@@UAEXXZ"
1234,"?stop_force_feedback@OMediaDXHID@@UAEXXZ"
1235,"?stop_force_feedback@OMediaHumanInterfaceDevice@@UAEXXZ"
1236,"?stop_move@OMediaScroller@@MAEXXZ"
1237,"?stop_move@OMediaSlider@@MAEXXZ"
1238,"?store_stream_context@OMediaFormattedStream@@UAEXXZ"
1239,"?stream2buffer@OMediaStream@@MAEXJ_N@Z"
1240,"?string2double@OMediaStringTools@@SANABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1241,"?string2long@OMediaStringTools@@SAJABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
1242,"?t16_fill_text_flat_16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJGGGGGGGJW4omt_BlendFunc@@2@Z"
1243,"?t16_fill_text_flat_32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJGGGGGGGJW4omt_BlendFunc@@2@Z"
1244,"?t16_fill_text_flat_nomod_16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJJW4omt_BlendFunc@@2@Z"
1245,"?t16_fill_text_flat_nomod_32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJJW4omt_BlendFunc@@2@Z"
1246,"?t16_fill_text_flat_nomod_zb16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJ0KJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@5@Z"
1247,"?t16_fill_text_flat_nomod_zb32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@6@Z"
1248,"?t16_fill_text_flat_zb16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJGGGGGGG0KJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@5@Z"
1249,"?t16_fill_text_flat_zb32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJGGGGGGGPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@6@Z"
1250,"?t16_fill_text_generic_16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJJJJJJJJJJJJJJJJW4omt_BlendFunc@@2@Z"
1251,"?t16_fill_text_generic_32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJJJJJJJJJJJJJJJJW4omt_BlendFunc@@2@Z"
1252,"?t16_fill_text_generic_zb16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJJJJJJJJJJJJJJJ0KJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@5@Z"
1253,"?t16_fill_text_generic_zb32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJJJJJJJJJJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@6@Z"
1254,"?theInstance@OMediaWinStoreStartInfo@@2PAUHINSTANCE__@@A"
1255,"?track@OMediaAbstractButton@@UAEXPAVOMediaMouseTrackPick@@PAVOMediaBroadcaster@@PAVOMediaElement@@@Z"
1256,"?translate@OMedia3DShape@@UAEXMMM@Z"
1257,"?translate_bottom@OMedia3DShape@@UAEXXZ"
1258,"?translate_far@OMedia3DShape@@UAEXXZ"
1259,"?translate_left@OMedia3DShape@@UAEXXZ"
1260,"?translate_near@OMedia3DShape@@UAEXXZ"
1261,"?translate_right@OMedia3DShape@@UAEXXZ"
1262,"?translate_top@OMedia3DShape@@UAEXXZ"
1263,"?tri_ray_intersect@OMediaMathTools@@SA_NPBM0000PAM11@Z"
1264,"?tri_sphere_intersect@OMediaMathTools@@SA_NABVOMedia3DPoint@@000M@Z"
1265,"?tri_tri_intersect@OMediaMathTools@@SA_NPBM00000@Z"
1266,"?tri_tri_quick_reject@OMediaMathTools@@SA_NPBM00000@Z"
1267,"?triangles_to_quads@OMedia3DShape@@UAEXM_N@Z"
1268,"?truncate_chunk@OMediaFormattedStream@@MAEXPAVOMediaFSChunk@@K@Z"
1269,"?turn_fog_off@OMediaDXRenderPort@@UAEXXZ"
1270,"?turn_fog_off@OMediaPipeline@@UAEXXZ"
1271,"?turn_fog_on@OMediaDXRenderPort@@UAEXXZ"
1272,"?turn_fog_on@OMediaPipeline@@UAEXXZ"
1273,"?uncompress@OMediaCompression@@SAXPAXJ0AAJ@Z"
1274,"?union_free_block@OMediaFormattedStream@@MAEXVOMediaFSBlock@@@Z"
1275,"?unlink@OMediaAnimFrame@@UAEXXZ"
1276,"?unlink@OMediaDXVideoEngine@@UAEXXZ"
1277,"?unlink@OMediaElement@@UAEXXZ"
1278,"?unlink@OMediaLayer@@UAEXXZ"
1279,"?unlink@OMediaLight@@UAEXXZ"
1280,"?unlink@OMediaVideoEngine@@UAEXXZ"
1281,"?unlink@OMediaWinVideoEngine@@UAEXXZ"
1282,"?unlink_layer@OMediaElement@@UAEXXZ"
1283,"?unlink_video_engine@OMediaFullscreenWindow@@UAEXPAVOMediaVideoEngine@@@Z"
1284,"?unlink_video_engine@OMediaWindow@@UAEXPAVOMediaVideoEngine@@@Z"
1285,"?unlink_window@OMediaViewPort@@UAEXXZ"
1286,"?unlock@OMediaCanvas@@UAEXXZ"
1287,"?unlock@OMediaDXHID@@UAEXXZ"
1288,"?unlock@OMediaEngineImpMaster@@UAEXXZ"
1289,"?unlock@OMediaEngineImplementation@@UAEXXZ"
1290,"?unlock@OMediaHumanInterfaceDevice@@UAEXXZ"
1291,"?unlock@OMediaMoveableMem@@UAEXXZ"
1292,"?unlock@OMediaWinHID_Keyboard@@UAEXXZ"
1293,"?unlock@OMediaWinOffscreenBuffer@@UAEXXZ"
1294,"?unshare_selected_vertices@OMedia3DShape@@UAEXXZ"
1295,"?update@OMediaDXFFEffect@@UAEXXZ"
1296,"?update@OMediaFFEffect@@UAEXXZ"
1297,"?update_crc@OMediaCRC@@KAKKPAEH@Z"
1298,"?update_elements@OMediaWorld@@MAEXViterator@?$list@PAVOMediaElement@@V?$allocator@PAVOMediaElement@@@std@@@std@@0M@Z"
1299,"?update_focus@OMediaFocus@@MAEX_N@Z"
1300,"?update_focus@OMediaStringField@@MAEX_N@Z"
1301,"?update_imp_slaves@OMediaEngineImpMaster@@UAEXXZ"
1302,"?update_logic@OMedia3DMorphAnim@@UAEXM@Z"
1303,"?update_logic@OMedia3DShapeAnim@@UAEXM@Z"
1304,"?update_logic@OMediaAnim@@UAEXM@Z"
1305,"?update_logic@OMediaCanvasAnim@@UAEXM@Z"
1306,"?update_logic@OMediaCanvasElement@@UAEXM@Z"
1307,"?update_logic@OMediaCaption@@UAEXM@Z"
1308,"?update_logic@OMediaElement@@UAEXM@Z"
1309,"?update_logic@OMediaScroller@@UAEXM@Z"
1310,"?update_logic@OMediaSlider@@UAEXM@Z"
1311,"?update_logic@OMediaStringField@@UAEXM@Z"
1312,"?update_logic@OMediaSurfaceElement@@UAEXM@Z"
1313,"?update_logic@OMediaWorld@@UAEXXZ"
1314,"?update_menu_states@OMediaEventManager@@UAEXXZ"
1315,"?update_message_state@OMediaApplication@@UAE_NJAA_N0@Z"
1316,"?update_message_state@OMediaMessagePort@@UAE_NJAA_N0@Z"
1317,"?update_message_state@OMediaSingleWindow@@UAE_NJAA_N0@Z"
1318,"?update_message_state@OMediaStringField@@UAE_NJAA_N0@Z"
1319,"?update_message_state@OMediaSupervisor@@UAE_NJAA_N0@Z"
1320,"?update_options@OMediaSerialStream@@MAEXXZ"
1321,"?update_render_ports@OMediaViewPort@@MAEXXZ"
1322,"?update_renderer@OMediaWindow@@MAEXPAVOMediaWin2Engine@@@Z"
1323,"?update_video_engine_connection@OMediaFullscreenWindow@@MAEXXZ"
1324,"?update_window_posiz@OMediaFullscreenWindow@@MAEXXZ"
1325,"?update_world_ptr@OMediaElement@@MAEXPAVOMediaWorld@@@Z"
1326,"?update_world_ptr@OMediaLight@@MAEXPAVOMediaWorld@@@Z"
1327,"?validate_closer_hit@OMedia3DShapeElement@@MAE_NAAVOMediaPickResult@@AAVOMediaPickSubResult@@@Z"
1328,"?validate_closer_hit@OMediaCanvasElement@@UAE_NAAVOMediaPickResult@@AAVOMediaPickSubResult@@@Z"
1329,"?validate_closer_hit@OMediaElement@@UAE_NAAVOMediaPickResult@@AAVOMediaPickSubResult@@@Z"
1330,"?world_link@OMediaElement@@MAEXPAVOMediaWorld@@@Z"
1331,"?world_to_viewport_coords@OMediaLayer@@UAE_NPAVOMediaViewPort@@ABVOMedia3DPoint@@AAM2@Z"
1332,"?write@OMediaStream@@UAEXPAXK@Z"
1333,"?write@OMediaStreamOperators@@UAEXPAXK@Z"
1334,"?write_class@OMedia3DMaterial@@UAEXAAVOMediaStreamOperators@@@Z"
