ordinal,mangled_name
395,"?create_sound_engine@OMediaEngineFactory@@UAEPAVOMediaSoundEngine@@W4omt_EngineID@@PAVOMediaWindow@@@Z"
396,"?create_subimage@OMediaDXCanvas@@UAEXPAVOMediaCanvas@@JJ_NJJ@Z"
397,"?create_subimage@OMediaOMTCanvas@@UAEXPAVOMediaCanvas@@JJ_NJJ@Z"
398,"?create_texture@OMediaDXCanvas@@UAEX_NK@Z"
399,"?create_texture@OMediaOMTCanvas@@UAEX_NK@Z"
400,"?create_video_engine@OMediaEngineFactory@@UAEPAVOMediaVideoEngine@@W4omt_EngineID@@PAVOMediaWindow@@@Z"
401,"?current_section@OMediaProfiler@@2PAVOMediaProfileSection@@A"
402,"?database_broadcaster@OMediaDataBase@@1PAVOMediaBroadcaster@@A"
403,"?db_builder@OMedia3DMaterial@@SAPAVOMediaDBObject@@XZ"
404,"?db_builder@OMedia3DMorphAnimDef@@SAPAVOMediaDBObject@@XZ"
405,"?db_builder@OMedia3DShape@@SAPAVOMediaDBObject@@XZ"
406,"?db_builder@OMedia3DShapeAnimDef@@SAPAVOMediaDBObject@@XZ"
407,"?db_builder@OMedia3DShapeElement@@SAPAVOMediaDBObject@@XZ"
408,"?db_builder@OMediaAnimDef@@SAPAVOMediaDBObject@@XZ"
409,"?db_builder@OMediaCanvas@@SAPAVOMediaDBObject@@XZ"
410,"?db_builder@OMediaCanvasAnimDef@@SAPAVOMediaDBObject@@XZ"
411,"?db_builder@OMediaCanvasElement@@SAPAVOMediaDBObject@@XZ"
412,"?db_builder@OMediaElement@@SAPAVOMediaDBObject@@XZ"
413,"?db_builder@OMediaElementContainer@@SAPAVOMediaDBObject@@XZ"
414,"?db_builder@OMediaLight@@SAPAVOMediaDBObject@@XZ"
415,"?db_builder@OMediaPrimitiveElement@@SAPAVOMediaDBObject@@XZ"
416,"?db_builder@OMediaSound@@SAPAVOMediaDBObject@@XZ"
417,"?db_destruct@OMediaDBObject@@UAEXXZ"
418,"?db_get_type@OMedia3DMaterial@@UBEKXZ"
419,"?db_get_type@OMedia3DMorphAnimDef@@UBEKXZ"
420,"?db_get_type@OMedia3DShape@@UBEKXZ"
421,"?db_get_type@OMedia3DShapeAnimDef@@UBEKXZ"
422,"?db_get_type@OMedia3DShapeElement@@UAEKXZ"
423,"?db_get_type@OMediaAnimDef@@UBEKXZ"
424,"?db_get_type@OMediaCanvas@@UBEKXZ"
425,"?db_get_type@OMediaCanvasAnimDef@@UBEKXZ"
426,"?db_get_type@OMediaCanvasElement@@UAEKXZ"
427,"?db_get_type@OMediaDBObject@@UBEKXZ"
428,"?db_get_type@OMediaElement@@UAEKXZ"
429,"?db_get_type@OMediaElementContainer@@UAEKXZ"
430,"?db_get_type@OMediaLight@@UAEKXZ"
431,"?db_get_type@OMediaPrimitiveElement@@UAEKXZ"
432,"?db_get_type@OMediaSound@@UBEKXZ"
433,"?db_link@OMediaDBObject@@UAEXPAVOMediaDataBase@@PAVOMediaFSChunk@@K@Z"
434,"?db_update@OMediaDBObject@@UAEXXZ"
435,"?deactivated@OMediaWindow@@UAEXXZ"
436,"?delete_all_channels@OMediaSoundEngine@@MAEXXZ"
437,"?delete_all_implementations@OMediaEngine@@UAEXXZ"
438,"?delete_chunk@OMediaFormattedStream@@UAEXKJ@Z"
439,"?delete_chunktype@OMediaFormattedStream@@MAEXPAVOMediaFSChunkTypeNode@@@Z"
440,"?delete_imp_slaves@OMediaEngineImpMaster@@UAEXXZ"
441,"?delete_object@OMediaDataBase@@UAEXKJ@Z"
442,"?delete_offscreen_buffers@OMediaVideoEngine@@MAEXXZ"
443,"?delete_unused_normals@OMedia3DShape@@UAEXXZ"
444,"?delete_unused_vertices@OMedia3DShape@@UAEXXZ"
445,"?deselect@OMediaAbstractButton@@UAEXXZ"
446,"?deselect@OMediaCanvasButton@@UAEXXZ"
447,"?deselect@OMediaStdButton@@UAEXXZ"
448,"?deselect_all@OMedia3DShape@@UAEXXZ"
449,"?deselect_renderer@OMediaDXVideoEngine@@UAEXXZ"
450,"?deselect_renderer@OMediaVideoEngine@@UAEXXZ"
451,"?deselect_renderer@OMediaWinVideoEngine@@UAEXXZ"
452,"?destroy_dependencies@OMediaWindow@@MAEXXZ"
453,"?devote_time@OMediaPeriodical@@SAXXZ"
454,"?disable_faceculling@OMediaDXRenderPort@@UAEXXZ"
455,"?disable_faceculling@OMediaPipeline@@UAEXXZ"
456,"?disable_fog@OMediaDXRenderPort@@UAEXXZ"
457,"?disable_fog@OMediaPipeline@@UAEXXZ"
458,"?disable_light@OMediaDXRenderPort@@UAEXJ@Z"
459,"?disable_light@OMediaPipeline@@UAEXJ@Z"
460,"?disable_lighting@OMediaDXRenderPort@@UAEXXZ"
461,"?disable_lighting@OMediaPipeline@@UAEXXZ"
462,"?do_getposition@OMediaFileStream@@MAEKXZ"
463,"?do_getposition@OMediaFormattedStream@@MAEKXZ"
464,"?do_getposition@OMediaMemStream@@MAEKXZ"
465,"?do_getposition@OMediaStream@@MAEKXZ"
466,"?do_getsize@OMediaFileStream@@MAEKXZ"
467,"?do_getsize@OMediaFormattedStream@@MAEKXZ"
468,"?do_getsize@OMediaMemStream@@MAEKXZ"
469,"?do_getsize@OMediaStream@@MAEKXZ"
470,"?do_purge_object@OMediaDataBase@@MAEXPAVOMediaFSChunk@@@Z"
471,"?do_read@OMediaFileStream@@MAEXPAXK@Z"
472,"?do_read@OMediaFormattedStream@@MAEXPAXK@Z"
473,"?do_read@OMediaMemStream@@MAEXPAXK@Z"
474,"?do_read@OMediaSerialStream@@MAEXPAXK@Z"
475,"?do_read@OMediaStream@@MAEXPAXK@Z"
476,"?do_setposition@OMediaFileStream@@MAEXKF@Z"
477,"?do_setposition@OMediaFormattedStream@@MAEXKF@Z"
478,"?do_setposition@OMediaMemStream@@MAEXKF@Z"
479,"?do_setposition@OMediaStream@@MAEXKF@Z"
480,"?do_setsize@OMediaFileStream@@MAEXK@Z"
481,"?do_setsize@OMediaFormattedStream@@MAEXK@Z"
482,"?do_setsize@OMediaMemStream@@MAEXK@Z"
483,"?do_setsize@OMediaStream@@MAEXK@Z"
484,"?do_write@OMediaFileStream@@MAEXPAXK@Z"
485,"?do_write@OMediaFormattedStream@@MAEXPAXK@Z"
486,"?do_write@OMediaMemStream@@MAEXPAXK@Z"
487,"?do_write@OMediaSerialStream@@MAEXPAXK@Z"
488,"?do_write@OMediaStream@@MAEXPAXK@Z"
489,"?double2string@OMediaStringTools@@SAABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@N@Z"
490,"?draw@OMediaBlitter@@SAXPAKJJ0JJPAVOMediaRect@@1W4omt_BlendFunc@@2K@Z"
491,"?draw@OMediaBlitter@@SAXPAKJJ0JJPAVOMediaRect@@JJW4omt_BlendFunc@@2K@Z"
492,"?draw@OMediaBlitter@@SAXPAKJJ0JJPAVOMediaRect@@W4omt_BlendFunc@@2K@Z"
493,"?draw@OMediaCanvas@@UAEXPAV1@PAVOMediaRect@@1W4omt_BlendFunc@@2K@Z"
494,"?draw@OMediaCanvas@@UAEXPAV1@PAVOMediaRect@@JJW4omt_BlendFunc@@2K@Z"
495,"?draw@OMediaCanvas@@UAEXPAV1@PAVOMediaRect@@W4omt_BlendFunc@@2K@Z"
496,"?draw@OMediaDXOffscreenBuffer@@UAEXPAVOMediaWindow@@JJ@Z"
497,"?draw@OMediaDXRenderPort@@UAEXAAV?$vector@VOMediaRenderVertex@@V?$allocator@VOMediaRenderVertex@@@std@@@std@@W4omt_RenderDrawMode@@@Z"
498,"?draw@OMediaPipeline@@UAEXAAV?$vector@VOMediaRenderVertex@@V?$allocator@VOMediaRenderVertex@@@std@@@std@@W4omt_RenderDrawMode@@@Z"
499,"?draw@OMediaWinOffscreenBuffer@@UAEXPAVOMediaWindow@@JJ@Z"
500,"?draw_16@OMediaRastBlitter@@SAXPAKJJPAGJJJPAVOMediaRect@@2W4omt_BlendFunc@@3K@Z"
501,"?draw_16@OMediaRastBlitter@@SAXPAKJJPAGJJJPAVOMediaRect@@JJW4omt_BlendFunc@@3K@Z"
502,"?draw_16zb@OMediaRastBlitter@@SAXPAKJJPAGJJJPAVOMediaRect@@2W4omt_BlendFunc@@3KM1KW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
503,"?draw_16zb@OMediaRastBlitter@@SAXPAKJJPAGJJJPAVOMediaRect@@JJW4omt_BlendFunc@@3KM1KW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
504,"?draw_32@OMediaRastBlitter@@SAXPAKJJ0JJJPAVOMediaRect@@1W4omt_BlendFunc@@2K@Z"
505,"?draw_32@OMediaRastBlitter@@SAXPAKJJ0JJJPAVOMediaRect@@JJW4omt_BlendFunc@@2K@Z"
506,"?draw_32zb@OMediaRastBlitter@@SAXPAKJJ0JJJPAVOMediaRect@@1W4omt_BlendFunc@@2KMPAGKW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
507,"?draw_32zb@OMediaRastBlitter@@SAXPAKJJ0JJJPAVOMediaRect@@JJW4omt_BlendFunc@@2KMPAGKW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
508,"?draw_back@OMediaScroller@@MAEXAAVOMediaCanvas@@AAVOMediaRect@@@Z"
509,"?draw_back@OMediaSlider@@MAEXAAVOMediaCanvas@@AAVOMediaRect@@@Z"
510,"?draw_full@OMediaBlitter@@SAXPAKJJ0JJJJW4omt_BlendFunc@@1K@Z"
511,"?draw_full@OMediaCanvas@@UAEXPAV1@JJW4omt_BlendFunc@@1K@Z"
512,"?draw_full_16@OMediaRastBlitter@@SAXPAKJJPAGJJJJJW4omt_BlendFunc@@2K@Z"
513,"?draw_full_16zb@OMediaRastBlitter@@SAXPAKJJPAGJJJJJW4omt_BlendFunc@@2KM1KW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
514,"?draw_full_32@OMediaRastBlitter@@SAXPAKJJ0JJJJJW4omt_BlendFunc@@1K@Z"
515,"?draw_full_32zb@OMediaRastBlitter@@SAXPAKJJ0JJJJJW4omt_BlendFunc@@1KMPAGKW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
516,"?draw_knob@OMediaScroller@@MAEXAAVOMediaCanvas@@AAVOMediaRect@@1@Z"
517,"?draw_knob@OMediaSlider@@MAEXAAVOMediaCanvas@@AAVOMediaRect@@1@Z"
518,"?draw_line@OMediaBlitter@@SAXPAKJFFFFKPAVOMediaShortRect@@W4omt_BlendFunc@@2@Z"
519,"?draw_line@OMediaCanvas@@UAEXAAVOMediaARGBColor@@JJJJW4omt_BlendFunc@@1@Z"
520,"?draw_line_16@OMediaSegmentRasterizer@@SAXPAGJFFFFKW4omt_BlendFunc@@1@Z"
521,"?draw_line_32@OMediaSegmentRasterizer@@SAXPAKJFFFFKW4omt_BlendFunc@@1@Z"
522,"?draw_line_zb16@OMediaSegmentRasterizer@@SAXPAGJFFMFFMKW4omt_BlendFunc@@10KW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
523,"?draw_line_zb32@OMediaSegmentRasterizer@@SAXPAKJFFMFFMKW4omt_BlendFunc@@1PAGKW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
524,"?draw_selection@OMediaStringField@@MAEXAAVOMediaCanvas@@@Z"
525,"?draw_shape@OMediaDXRenderPort@@UAEXPAVOMedia3DShape@@AA_NPAVOMediaRendererOverrideVertexList@@@Z"
526,"?draw_shape@OMediaPipeline@@UAEXPAVOMedia3DShape@@AA_NPAVOMediaRendererOverrideVertexList@@@Z"
527,"?draw_string@OMediaCanvasFont@@UAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVOMediaDrawInterface@@JJW4omt_BlendFunc@@2@Z"
528,"?draw_surface@OMediaDXRenderPort@@UAEXPAVOMediaCanvas@@MMMMMAAVOMediaFARGBColor@@@Z"
529,"?draw_surface@OMediaPipeline@@UAEXPAVOMediaCanvas@@MMMMMAAVOMediaFARGBColor@@@Z"
530,"?draw_text@OMediaStringField@@MAEXAAVOMediaCanvas@@@Z"
531,"?dump_stats@OMediaProfiler@@SAXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
532,"?duplicate_chunk@OMediaFormattedStream@@UAEXKJKJ@Z"
533,"?dxpurge@OMediaDXSound@@UAEXXZ"
534,"?element_link@OMediaElement@@MAEXPAV1@@Z"
535,"?enable_faceculling@OMediaDXRenderPort@@UAEXXZ"
536,"?enable_faceculling@OMediaPipeline@@UAEXXZ"
537,"?enable_fog@OMediaDXRenderPort@@UAEXXZ"
538,"?enable_fog@OMediaPipeline@@UAEXXZ"
539,"?enable_light@OMediaDXRenderPort@@UAEXJ@Z"
540,"?enable_light@OMediaPipeline@@UAEXJ@Z"
541,"?enable_lighting@OMediaDXRenderPort@@UAEXXZ"
542,"?enable_lighting@OMediaPipeline@@UAEXXZ"
543,"?end@OMediaPipeline@@UAEXXZ"
544,"?end_light_edit@OMediaDXRenderPort@@UAEXXZ"
545,"?end_light_edit@OMediaPipeline@@UAEXXZ"
546,"?end_picking@OMediaDXRenderPort@@UAEPAV?$vector@VOMediaPickHit@@V?$allocator@VOMediaPickHit@@@std@@@std@@XZ"
547,"?end_picking@OMediaPipeline@@UAEPAV?$vector@VOMediaPickHit@@V?$allocator@VOMediaPickHit@@@std@@@std@@XZ"
548,"?end_render@OMediaDXRenderPort@@UAEXXZ"
549,"?end_render@OMediaOMTRenderPort@@UAEXXZ"
550,"?enter_sleep_mode@OMediaFullscreenWindow@@MAEXXZ"
551,"?erase_selection@OMediaStringField@@UAEXXZ"
552,"?errortype_to_string@OMediaError@@SAPADW4omt_ErrorId@@@Z"
553,"?event_manager@OMediaEventManager@@1PAV1@A"
554,"?exit_sleep_mode@OMediaFullscreenWindow@@MAEXXZ"
555,"?export_chunk@OMediaFormattedStream@@UAEXKJPAVOMediaStream@@@Z"
556,"?factory@OMediaEngineFactory@@1PAV1@A"
557,"?fileexists@OMediaFileStream@@UAE_NXZ"
558,"?fill@OMediaBlitter@@SAXKPAKJJPAVOMediaRect@@W4omt_BlendFunc@@2K@Z"
559,"?fill@OMediaCanvas@@UAEXAAVOMediaARGBColor@@PAVOMediaRect@@W4omt_BlendFunc@@2K@Z"
560,"?fill@OMediaOffscreenBuffer@@UAEXAAVOMediaRGBColor@@PAVOMediaRect@@@Z"
561,"?fill_alpha@OMediaBlitter@@SAXEPAKJJPAVOMediaRect@@@Z"
562,"?fill_alpha@OMediaCanvas@@UAEXEPAVOMediaRect@@@Z"
563,"?fill_coll_bounding_spheres@OMedia3DShapeElement@@MAE_NPAVOMediaCollCacheBlock@@@Z"
564,"?fill_coll_bounding_spheres@OMediaElement@@MAE_NPAVOMediaCollCacheBlock@@@Z"
565,"?fill_coll_triangles@OMedia3DShapeElement@@MAE_NPAVOMediaCollCacheBlock@@@Z"
566,"?fill_coll_triangles@OMediaElement@@MAE_NPAVOMediaCollCacheBlock@@@Z"
567,"?fill_color_blend16@OMediaSegmentRasterizer@@SAXPAEKGW4omt_BlendFunc@@1@Z"
568,"?fill_color_blend32@OMediaSegmentRasterizer@@SAXPAEKGW4omt_BlendFunc@@1@Z"
569,"?fill_color_blend_interpolation16@OMediaSegmentRasterizer@@SAXPAEJJJJJJJJGW4omt_BlendFunc@@1@Z"
570,"?fill_color_blend_interpolation32@OMediaSegmentRasterizer@@SAXPAEJJJJJJJJGW4omt_BlendFunc@@1@Z"
571,"?fill_color_blend_interpolation_zb16@OMediaSegmentRasterizer@@SAXPAEJJJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@GW4omt_BlendFunc@@5@Z"
572,"?fill_color_blend_interpolation_zb32@OMediaSegmentRasterizer@@SAXPAEJJJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@GW4omt_BlendFunc@@5@Z"
573,"?fill_color_blend_zbuffer16@OMediaSegmentRasterizer@@SAXPAGK0KJGW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@W4omt_BlendFunc@@4@Z"
574,"?fill_color_blend_zbuffer32@OMediaSegmentRasterizer@@SAXPAKKPAGKJGW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@W4omt_BlendFunc@@5@Z"
575,"?fill_color_interpolation16@OMediaSegmentRasterizer@@SAXPAEJJJJJJG@Z"
576,"?fill_color_interpolation32@OMediaSegmentRasterizer@@SAXPAEJJJJJJG@Z"
577,"?fill_color_interpolation_zb16@OMediaSegmentRasterizer@@SAXPAEJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@G@Z"
578,"?fill_color_interpolation_zb32@OMediaSegmentRasterizer@@SAXPAEJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@G@Z"
579,"?fill_color_zbuffer16@OMediaSegmentRasterizer@@SAXPAGK0KJGW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
580,"?fill_color_zbuffer32@OMediaSegmentRasterizer@@SAXPAKKPAGKJGW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@@Z"
581,"?fill_text_flat_16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJGGGGGGGJW4omt_BlendFunc@@2@Z"
582,"?fill_text_flat_32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJGGGGGGGJW4omt_BlendFunc@@2@Z"
583,"?fill_text_flat_nomod_16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJJW4omt_BlendFunc@@2@Z"
584,"?fill_text_flat_nomod_32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJJW4omt_BlendFunc@@2@Z"
585,"?fill_text_flat_nomod_zb16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJ0KJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@5@Z"
586,"?fill_text_flat_nomod_zb32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@6@Z"
587,"?fill_text_flat_zb16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJGGGGGGG0KJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@5@Z"
588,"?fill_text_flat_zb32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJGGGGGGGPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@6@Z"
589,"?fill_text_generic_16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJJJJJJJJJJJJJJJJW4omt_BlendFunc@@2@Z"
590,"?fill_text_generic_32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJJJJJJJJJJJJJJJJW4omt_BlendFunc@@2@Z"
591,"?fill_text_generic_zb16@OMediaTextSegmentRasterizer@@SAXPAGPAEKKKJJJJJJJJJJJJJJJJJJJJ0KJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@5@Z"
592,"?fill_text_generic_zb32@OMediaTextSegmentRasterizer@@SAXPAKPAEKKKJJJJJJJJJJJJJJJJJJJJPAGKJW4omt_ZBufferFunc@@W4omt_ZBufferTest@@W4omt_ZBufferWrite@@JW4omt_BlendFunc@@6@Z"
593,"?filter_event@OMediaEventManager@@MAE_NPAX@Z"
594,"?finalize_shape@OMedia3DShapeConverter@@MAEXXZ"
595,"?finalize_shape@OMediaASEConverter@@UAEXXZ"
596,"?finalize_shape@OMediaDXFConverter@@UAEXXZ"
597,"?finalize_shape@OMediaXSIConverter@@UAEXXZ"
598,"?find_blend_func@OMediaBlendTable@@SAP6AXPAK00PAF@ZW4omt_BlendFunc@@@Z"
599,"?find_blend_func_argb@OMediaBlendTable@@SAP6AXPAK00PAF@ZW4omt_BlendFunc@@@Z"
600,"?find_builder@OMediaDataBase@@SAP6APAVOMediaDBObject@@XZK@Z"
601,"?find_center_offset@OMedia3DShape@@MAEXAAM00@Z"
602,"?find_center_offset@OMedia3DShape@@MAEXAAVOMedia3DPoint@@_N@Z"
603,"?find_cube@OMedia3DShape@@UAEXAAM00000@Z"
604,"?find_current_frame@OMediaAnim@@MAEXXZ"
605,"?find_flatiterator@OMediaFormattedStream@@MAEPAPAVOMediaFSChunk@@PAV2@@Z"
606,"?find_global_sphere@OMedia3DShapeElement@@MAE_NAAVOMediaSphere@@@Z"
607,"?find_global_sphere@OMediaElement@@MAE_NAAVOMediaSphere@@@Z"
608,"?find_implementation@OMediaEngineImpMaster@@QAEPAVOMediaEngineImpSlave@@PAVOMediaEngine@@KPAX_N@Z"
609,"?find_next_frame@OMediaAnim@@MAEPAVOMediaAnimFrame@@XZ"
610,"?find_sphere@OMedia3DShape@@UAEXAAVOMediaSphere@@_N@Z"
611,"?find_zbuffer_format@OMediaDXRenderTarget@@UAEXXZ"
612,"?flip_buffers@OMediaDXRenderTarget@@UAEXXZ"
613,"?flip_page@OMediaDXVideoEngine@@UAEXXZ"
614,"?flip_page@OMediaVideoEngine@@UAEXXZ"
615,"?flip_polygons@OMedia3DShape@@UAEX_N@Z"
616,"?flush@OMediaCollisionCache@@UAEXPAVOMediaElement@@@Z"
617,"?flush@OMediaCollisionCache@@UAEXXZ"
618,"?flush@OMediaSoundChannel@@UAEXPAVOMediaSound@@@Z"
619,"?flush_buffer@OMediaStream@@UAEXXZ"
620,"?flush_buffer_chunk@OMediaFormattedStream@@MAEXXZ"
621,"?flush_pipeline@OMediaDXRenderPort@@UAEXXZ"
622,"?flush_pipeline@OMediaOMTRenderPort@@UAEXXZ"
623,"?flush_pipeline@OMediaPipeline@@UAEXXZ"
624,"?focus@OMediaFocus@@1PAV1@A"
625,"?force_show@OMediaMouseCursor@@SAXXZ"
626,"?frame_emboss@OMediaCanvas@@UAEXAAVOMediaRect@@_NAAVOMediaARGBColor@@2W4omt_BlendFunc@@3@Z"
627,"?frame_emboss@OMediaCanvas@@UAEXAAVOMediaRect@@_NAAVOMediaFARGBColor@@2W4omt_BlendFunc@@3@Z"
628,"?frame_rect@OMediaCanvas@@UAEXAAVOMediaARGBColor@@AAVOMediaRect@@W4omt_BlendFunc@@2@Z"
629,"?free_master_memory@OMediaCanvas@@UAEXXZ"
630,"?free_particle@OMediaParticleEmitter@@QAEXPAVOMediaAbstractParticle@@@Z"
631,"?full_purge@OMediaDataBase@@UAEXXZ"
632,"?full_purge_type@OMediaDataBase@@UAEXK@Z"
633,"?generate_from_stream@OMediaDataBase@@UAEXAAVOMediaStream@@PAVOMediaDBObject@@@Z"
634,"?get_absolute_info@OMediaElement@@UAEXAAM00AAF11@Z"
635,"?get_anim_periocial@OMediaAnimPeriodical@@SAPAV1@XZ"
636,"?get_approximate_size@OMedia3DMaterial@@UAEKXZ"
637,"?get_approximate_size@OMedia3DMorphAnimDef@@UAEKXZ"
638,"?get_approximate_size@OMedia3DShape@@UAEKXZ"
639,"?get_approximate_size@OMedia3DShapeAnimDef@@UAEKXZ"
640,"?get_approximate_size@OMedia3DShapeElement@@UAEKXZ"
641,"?get_approximate_size@OMediaAnimDef@@UAEKXZ"
642,"?get_approximate_size@OMediaCanvas@@UAEKXZ"
643,"?get_approximate_size@OMediaCanvasAnimDef@@UAEKXZ"
644,"?get_approximate_size@OMediaCanvasElement@@UAEKXZ"
645,"?get_approximate_size@OMediaDBObject@@UAEKXZ"
646,"?get_approximate_size@OMediaElement@@UAEKXZ"
647,"?get_approximate_size@OMediaElementContainer@@UAEKXZ"
648,"?get_approximate_size@OMediaEngineImplementation@@UAEKXZ"
649,"?get_approximate_size@OMediaLight@@UAEKXZ"
650,"?get_approximate_size@OMediaPrimitiveElement@@UAEKXZ"
651,"?get_approximate_size@OMediaSound@@UAEKXZ"
652,"?get_bounds@OMediaDXVideoEngine@@UBEXAAVOMediaRect@@@Z"
653,"?get_bounds@OMediaVideoEngine@@UBEXAAVOMediaRect@@@Z"
654,"?get_bounds@OMediaWinVideoEngine@@UBEXAAVOMediaRect@@@Z"
655,"?get_cache_block@OMediaCollisionCache@@UAEPAVOMediaCollCacheBlock@@PAVOMediaElement@@@Z"
656,"?get_canv_wordsize@OMediaCanvasElement@@MAEXAAM0@Z"
657,"?get_canv_wordsize@OMediaCaption@@MAEXAAM0@Z"
658,"?get_canv_wordsize@OMediaScroller@@MAEXAAM0@Z"
659,"?get_canv_wordsize@OMediaSlider@@MAEXAAM0@Z"
660,"?get_canv_wordsize@OMediaStdButton@@MAEXAAM0@Z"
661,"?get_canv_wordsize@OMediaStringField@@MAEXAAM0@Z"
662,"?get_chunk@OMediaFormattedStream@@UAEPAVOMediaFSChunk@@PAVOMediaFSChunkTypeNode@@J@Z"
663,"?get_chunk@OMediaFormattedStream@@UAEPAVOMediaFSChunk@@PAVOMediaFSChunkTypeNode@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
664,"?get_chunk_iterator@OMediaFormattedStream@@QAEPAVOMediaFSChunk@@PAVOMediaFSChunkTypeNode@@JAAViterator@?$list@VOMediaFSChunk@@V?$allocator@VOMediaFSChunk@@@std@@@std@@@Z"
665,"?get_chunk_type_node@OMediaFormattedStream@@UAEPAVOMediaFSChunkTypeNode@@K@Z"
666,"?get_command_keys_status@OMediaInputEngine@@UAEGXZ"
667,"?get_command_keys_status@OMediaWinInputEngine@@UAEGXZ"
668,"?get_current_process_priority@OMediaThread@@SA?AW4omt_TaskPriority@@XZ"
669,"?get_current_thread_priority@OMediaThread@@SA?AW4omt_TaskPriority@@XZ"
670,"?get_current_video_mode@OMediaDXVideoEngine@@UAEPAVOMediaVideoMode@@XZ"
671,"?get_current_video_mode@OMediaVideoEngine@@UAEPAVOMediaVideoMode@@XZ"
672,"?get_current_video_mode@OMediaWinVideoEngine@@UAEPAVOMediaVideoMode@@XZ"
673,"?get_database@OMediaDataBase@@UAEPAV1@XZ"
674,"?get_database@OMediaStreamOperators@@UAEPAVOMediaDataBase@@XZ"
675,"?get_database_broadcaster@OMediaDataBase@@SAPAVOMediaBroadcaster@@XZ"
676,"?get_dynamic_offset@OMedia3DMorphAnim@@UAEXAAM00@Z"
677,"?get_dynamic_offset@OMedia3DShapeAnim@@UAEXAAM00@Z"
678,"?get_dynamic_offset@OMediaCanvasAnim@@UAEXAAM00@Z"
679,"?get_dynamic_offset@OMediaElement@@UAEXAAM00@Z"
680,"?get_factory@OMediaEngineFactory@@SAPAV1@XZ"
681,"?get_first_object@OMediaDataBase@@UAEPAVOMediaDBObject@@KAAVomt_DBIterator@@@Z"
682,"?get_flags_millisecs@OMediaTimeCounter@@SAGXZ"
683,"?get_font_info@OMediaCanvasFont@@UAEXAAJ00@Z"
684,"?get_frequency@OMediaSoundChannel@@QBEKXZ"
685,"?get_hpos@OMediaScroller@@UBEMXZ"
686,"?get_input_engine@OMediaWorld@@UAEPAVOMediaInputEngine@@XZ"
687,"?get_input_engine_attr@OMediaEngineFactory@@UAEGW4omt_EngineID@@@Z"
688,"?get_local_message_handler@OMediaEventManager@@SAPAXXZ"
