# handle	wav_path	name	offset	size
# source	/home/scotty/xp-jnbg-original/omt/musicpowerplant.omt
0	assets/parsed/musicpowerplant/musicpowerplant_audio/0000_Electro2_22k.wav	Electro2_22k	8	169160
